Location,locationName,locationUsage,Inactive,Location_Type,Primary_Address
L-ISU-384-11323,0000 MACKAY - Mackay Hall,Business Asset,0,Other,0001 Mackay
L-ISU-752-20323,0001 AE-2 - Ae-2 Main Building - Agronomy/Agriculture Research,Business Asset,0,Special Use Facilities,0001 AE-2
L-ISU-753-20323,0001 AE-2 - Ae-2 Main Building - Agronomy/Agriculture Research,Business Asset,0,Special Use Facilities,0001 AF-2
