Location,locationName,locationUsage,Inactive,Location_Type,Primary_Address
L-ISU-456-23400,M1525A GILMAN - Gilman Hall,Business Asset,0,Other,M1525A Gilman
L-ISU-445-6292,M1532 FOOD SC - Food Sciences Building,Business Asset,0,Other,M1532 Food Sciences
L-ISU-445-6293,M1566 FOOD SC - Food Sciences Building,Business Asset,0,Other,M1566 Food Sciences
L-ISU-445-6294,M1574 FOOD SC - Food Sciences Building,Business Asset,0,Other,M1574 Food Sciences
L-ISU-456-7437,M1600A GILMAN - Gilman Hall,Business Asset,0,Other,M1600A Gilman
L-ISU-456-7438,M1600B GILMAN - Gilman Hall,Business Asset,0,Other,M1600B Gilman
L-ISU-456-7439,M1600C GILMAN - Gilman Hall,Business Asset,0,Other,M1600C Gilman
L-ISU-456-7440,M1600D GILMAN - Gilman Hall,Business Asset,0,Other,M1600D Gilman
L-ISU-456-7441,M1600E GILMAN - Gilman Hall,Business Asset,0,Other,M1600E Gilman
L-ISU-445-6295,M1613 FOOD SC - Food Sciences Building,Business Asset,0,Other,M1613 Food Sciences
L-ISU-456-7442,M1620A GILMAN - Gilman Hall,Business Asset,0,Other,M1620A Gilman
L-ISU-456-7443,M1620B GILMAN - Gilman Hall,Business Asset,0,Other,M1620B Gilman
L-ISU-456-7444,M1630A GILMAN - Gilman Hall,Business Asset,0,Other,M1630A Gilman
L-ISU-456-7445,M1650A GILMAN - Gilman Hall,Business Asset,0,Other,M1650A Gilman
L-ISU-456-7446,M1652A GILMAN - Gilman Hall,Business Asset,0,Other,M1652A Gilman
L-ISU-456-23403,M1730A GILMAN - Gilman Hall,Business Asset,0,Other,M1730A Gilman
L-ISU-445-6296,M1744 FOOD SC - Food Sciences Building,Business Asset,0,Other,M1744 Food Sciences
L-ISU-456-7447,M1752A GILMAN - Gilman Hall,Business Asset,0,Other,M1752A Gilman
L-ISU-456-7448,M1752B GILMAN - Gilman Hall,Business Asset,0,Other,M1752B Gilman
L-ISU-456-7449,M1818 GILMAN - Gilman Hall,Business Asset,0,Other,M1818 Gilman
L-ISU-472-8292,M2006 HNSB - Human Nutritional Sciences Bldg,Business Asset,0,Other,M2006 Human Nutrition
L-ISU-472-8293,M2006A HNSB - Human Nutritional Sciences Bldg,Business Asset,0,Other,M2006A Human Nutrition
L-ISU-225-16747,M2014 STD HTH - Thielen Student Health Center,Business Asset,0,Other,M2014 Student Health
L-ISU-229-17358,M2014 SWEENEY - Sweeney Hall,Business Asset,0,Other,M2014 Sweeney
L-ISU-229-17359,M2025 SWEENEY - Sweeney Hall,Business Asset,0,Other,M2025 Sweeney
L-ISU-395-12437,M2031 MOL-BIO - Molecular Biology,Business Asset,0,Other,M2031 Molecular Bio
L-ISU-655-1263,M2036 AGRON - Agronomy Hall,Business Asset,0,Other,M2036 Agronomy
L-ISU-432-9215,M2037A JACOBSN - Richard O Jacobson Athletic Bldg,Business Asset,0,Other,M2037A Jacobson
L-ISU-374-10598,M2042A LEBARON - Lebaron Hall,Business Asset,0,Other,M2042A Lebaron
L-ISU-445-6297,M2043 FOOD SC - Food Sciences Building,Business Asset,0,Other,M2043 Food Sciences
L-ISU-374-10599,M2043 LEBARON - Lebaron Hall,Business Asset,0,Other,M2043 Lebaron
L-ISU-630-3552,M2044 BLACK - Black Engineering Bldg,Business Asset,0,Other,M2044 Black Engr
L-ISU-374-10562,M2047 LEBARON - Lebaron Hall,Business Asset,0,Other,M2047 Lebaron
L-ISU-630-3553,M2052 BLACK - Black Engineering Bldg,Business Asset,0,Other,M2052 Black Engr
L-ISU-630-3554,M2052A BLACK - Black Engineering Bldg,Business Asset,0,Other,M2052A Black Engr
L-ISU-445-6298,M2053 FOOD SC - Food Sciences Building,Business Asset,0,Other,M2053 Food Sciences
L-ISU-630-3555,M2084 BLACK - Black Engineering Bldg,Business Asset,0,Other,M2084 Black Engr
L-ISU-472-8294,M2101 HNSB - Human Nutritional Sciences Bldg,Business Asset,0,Other,M2101 Human Nutrition
L-ISU-229-17360,M2101A SWEENEY - Sweeney Hall,Business Asset,0,Other,M2101A Sweeney
L-ISU-630-3556,M2103 BLACK - Black Engineering Bldg,Business Asset,0,Other,M2103 Black Engr
L-ISU-630-3557,M2111 BLACK - Black Engineering Bldg,Business Asset,0,Other,M2111 Black Engr
L-ISU-611-1944,M2115 ASB - Administrative Services Building,Business Asset,0,Other,M2115 Admin Svc Bldg
L-ISU-456-7450,M2119 GILMAN - Gilman Hall,Business Asset,0,Other,M2119 Gilman
L-ISU-600-4499,M2120 COOVER - Coover Hall,Business Asset,0,Other,M2120 Coover
L-ISU-611-1945,M2125 ASB - Administrative Services Building,Business Asset,0,Other,M2125 Admin Svc Bldg
L-ISU-229-17362,M2135A SWEENEY - Sweeney Hall,Business Asset,0,Other,M2135A Sweeney
L-ISU-600-4462,M2136 COOVER - Coover Hall,Business Asset,0,Other,M2136 Coover
L-ISU-600-4463,M2138 COOVER - Coover Hall,Business Asset,0,Other,M2138 Coover
L-ISU-600-22563,M2138A COOVER - Coover Hall,Business Asset,0,Other,M2138A Coover
L-ISU-456-7451,M2164 GILMAN - Gilman Hall,Business Asset,0,Other,M2164 Gilman
L-ISU-611-1946,M2167 ASB - Administrative Services Building,Business Asset,0,Other,M2167 Admin Svc Bldg
L-ISU-435-9760,M2191 KILDEE - Kildee Hall,Business Asset,0,Other,M2191 Kildee
L-ISU-456-7414,M2219 GILMAN - Gilman Hall,Business Asset,0,Other,M2219 Gilman
L-ISU-225-16787,M2220 STD HTH - Thielen Student Health Center,Business Asset,0,Supporting Facilities,M2220 Student Health
L-ISU-435-9761,M2222 KILDEE - Kildee Hall,Business Asset,0,Other,M2222 Kildee
L-ISU-456-7377,M2238 GILMAN - Gilman Hall,Business Asset,0,Other,M2238 Gilman
L-ISU-435-9762,M2263 KILDEE - Kildee Hall,Business Asset,0,Supporting Facilities,M2263 Kildee
L-ISU-456-7378,M2270A GILMAN - Gilman Hall,Business Asset,0,Other,M2270A Gilman
L-ISU-456-7379,M2270B GILMAN - Gilman Hall,Business Asset,0,Other,M2270B Gilman
L-ISU-456-7380,M2283 GILMAN - Gilman Hall,Business Asset,0,Other,M2283 Gilman
L-ISU-456-7381,M2283A GILMAN - Gilman Hall,Business Asset,0,Other,M2283A Gilman
L-ISU-456-7382,M2285 GILMAN - Gilman Hall,Business Asset,0,Other,M2285 Gilman
L-ISU-435-9763,M2288 KILDEE - Kildee Hall,Business Asset,0,Other,M2288 Kildee
L-ISU-655-1189,M2299 AGRON - Agronomy Hall,Business Asset,0,Other,M2299 Agronomy
L-ISU-456-7383,M2300A GILMAN - Gilman Hall,Business Asset,0,Other,M2300A Gilman
L-ISU-456-7384,M2300B GILMAN - Gilman Hall,Business Asset,0,Other,M2300B Gilman
L-ISU-456-7385,M2300C GILMAN - Gilman Hall,Business Asset,0,Other,M2300C Gilman
L-ISU-456-7386,M2303A GILMAN - Gilman Hall,Business Asset,0,Other,M2303A Gilman
L-ISU-456-7387,M2320A GILMAN - Gilman Hall,Business Asset,0,Other,M2320A Gilman
L-ISU-456-7388,M2320B GILMAN - Gilman Hall,Business Asset,0,Other,M2320B Gilman
L-ISU-456-7389,M2330A GILMAN - Gilman Hall,Business Asset,0,Other,M2330A Gilman
L-ISU-445-6299,M2343 FOOD SC - Food Sciences Building,Business Asset,0,Supporting Facilities,M2343 Food Sciences
L-ISU-445-6300,M2347 FOOD SC - Food Sciences Building,Business Asset,0,Other,M2347 Food Sciences
L-ISU-655-1264,M2366A AGRON - Agronomy Hall,Business Asset,0,Other,M2366A Agronomy
L-ISU-655-1265,M2399 AGRON - Agronomy Hall,Business Asset,0,Other,M2399 Agronomy
L-ISU-655-1266,M2499 AGRON - Agronomy Hall,Business Asset,0,Other,M2499 Agronomy
L-ISU-445-6301,M2519 FOOD SC - Food Sciences Building,Business Asset,0,Other,M2519 Food Sciences
L-ISU-445-6264,M2532 FOOD SC - Food Sciences Building,Business Asset,0,Other,M2532 Food Sciences
L-ISU-655-1267,M2545 AGRON - Agronomy Hall,Business Asset,0,Other,M2545 Agronomy
L-ISU-456-27166,M2552A GILMAN - Gilman Hall,Business Asset,0,Other,M2552A Gilman
L-ISU-445-6227,M2566 FOOD SC - Food Sciences Building,Business Asset,0,Other,M2566 Food Sciences
L-ISU-445-6228,M2574 FOOD SC - Food Sciences Building,Business Asset,0,Other,M2574 Food Sciences
L-ISU-456-7391,M2600A GILMAN - Gilman Hall,Business Asset,0,Other,M2600A Gilman
L-ISU-456-7392,M2600B GILMAN - Gilman Hall,Business Asset,0,Other,M2600B Gilman
L-ISU-456-7430,M2600C GILMAN - Gilman Hall,Business Asset,0,Other,M2600C Gilman
L-ISU-456-7468,M2600D GILMAN - Gilman Hall,Business Asset,0,Other,M2600D Gilman
L-ISU-456-7469,M2600E GILMAN - Gilman Hall,Business Asset,0,Other,M2600E Gilman
L-ISU-456-7470,M2600F GILMAN - Gilman Hall,Business Asset,0,Other,M2600F Gilman
L-ISU-445-6229,M2619 FOOD SC - Food Sciences Building,Business Asset,0,Other,M2619 Food Sciences
L-ISU-456-7471,M2620A GILMAN - Gilman Hall,Business Asset,0,Other,M2620A Gilman
L-ISU-456-7472,M2620B GILMAN - Gilman Hall,Business Asset,0,Other,M2620B Gilman
L-ISU-456-7473,M2630A GILMAN - Gilman Hall,Business Asset,0,Other,M2630A Gilman
L-ISU-456-7474,M2630B GILMAN - Gilman Hall,Business Asset,0,Other,M2630B Gilman
L-ISU-456-7475,M2631A GILMAN - Gilman Hall,Business Asset,0,Other,M2631A Gilman
L-ISU-456-7476,M2631B GILMAN - Gilman Hall,Business Asset,0,Other,M2631B Gilman
L-ISU-456-7477,M2650A GILMAN - Gilman Hall,Business Asset,0,Other,M2650A Gilman
L-ISU-456-7478,M2650B GILMAN - Gilman Hall,Business Asset,0,Other,M2650B Gilman
L-ISU-456-23407,M2670A GILMAN - Gilman Hall,Business Asset,0,Other,M2670A Gilman
L-ISU-456-23406,M2670B GILMAN - Gilman Hall,Business Asset,0,Other,M2670B Gilman
L-ISU-456-7480,M2730A GILMAN - Gilman Hall,Business Asset,0,Other,M2730A Gilman
L-ISU-456-7482,M2818 GILMAN - Gilman Hall,Business Asset,0,Other,M2818 Gilman
L-ISU-456-7483,M2834 GILMAN - Gilman Hall,Business Asset,0,Other,M2834 Gilman
L-ISU-445-6230,M2959A FOOD SC - Food Sciences Building,Business Asset,0,Other,M2959A Food Sciences
L-ISU-445-6231,M2959AA FOOD SC - Food Sciences Building,Business Asset,0,Other,M2959AA Food Sciences
L-ISU-445-6269,M3000 FOOD SC - Food Sciences Building,Business Asset,0,Other,M3000 Food Sciences
L-ISU-229-17363,M3014 SWEENEY - Sweeney Hall,Business Asset,0,Other,M3014 Sweeney
L-ISU-229-17365,M3025 SWEENEY - Sweeney Hall,Business Asset,0,Other,M3025 Sweeney
L-ISU-395-12438,M3031 MOL-BIO - Molecular Biology,Business Asset,0,Other,M3031 Molecular Bio
L-ISU-630-3558,M3044 BLACK - Black Engineering Bldg,Business Asset,0,Other,M3044 Black Engr
L-ISU-655-1268,M3044A AGRON - Agronomy Hall,Business Asset,0,Other,M3044A Agronomy
L-ISU-630-3559,M3052 BLACK - Black Engineering Bldg,Business Asset,0,Other,M3052 Black Engr
L-ISU-630-3560,M3052A BLACK - Black Engineering Bldg,Business Asset,0,Other,M3052A Black Engr
L-ISU-229-17366,M3101A SWEENEY - Sweeney Hall,Business Asset,0,Other,M3101A Sweeney
L-ISU-655-1269,M3106 AGRON - Agronomy Hall,Business Asset,0,Other,M3106 Agronomy
L-ISU-630-3561,M3111 BLACK - Black Engineering Bldg,Business Asset,0,Other,M3111 Black Engr
L-ISU-655-1270,M3116 AGRON - Agronomy Hall,Business Asset,0,Other,M3116 Agronomy
L-ISU-472-8296,M3117 HNSB - Human Nutritional Sciences Bldg,Business Asset,0,Other,M3117 Human Nutrition
L-ISU-472-8297,M3117A HNSB - Human Nutritional Sciences Bldg,Business Asset,0,Other,M3117A Human Nutrition
L-ISU-472-8298,M3117B HNSB - Human Nutritional Sciences Bldg,Business Asset,0,Other,M3117B Human Nutrition
L-ISU-456-7484,M3119 GILMAN - Gilman Hall,Business Asset,0,Other,M3119 Gilman
L-ISU-655-1271,M3120 AGRON - Agronomy Hall,Business Asset,0,Other,M3120 Agronomy
L-ISU-600-4465,M3120 COOVER - Coover Hall,Business Asset,0,Other,M3120 Coover
L-ISU-229-17367,M3135A SWEENEY - Sweeney Hall,Business Asset,0,Other,M3135A Sweeney
L-ISU-600-4466,M3144 COOVER - Coover Hall,Business Asset,0,Other,M3144 Coover
L-ISU-600-4467,M3146 COOVER - Coover Hall,Business Asset,0,Other,M3146 Coover
L-ISU-600-22200,M3146A COOVER - Coover Hall,Business Asset,0,Other,M3146A Coover
L-ISU-456-7485,M3150 GILMAN - Gilman Hall,Business Asset,0,Other,M3150 Gilman
L-ISU-456-7486,M3164 GILMAN - Gilman Hall,Business Asset,0,Other,M3164 Gilman
L-ISU-456-7487,M3219 GILMAN - Gilman Hall,Business Asset,0,Other,M3219 Gilman
L-ISU-655-1272,M3222 AGRON - Agronomy Hall,Business Asset,0,Other,M3222 Agronomy
L-ISU-456-7488,M3238 GILMAN - Gilman Hall,Business Asset,0,Other,M3238 Gilman
L-ISU-456-7415,M3270A GILMAN - Gilman Hall,Business Asset,0,Other,M3270A Gilman
L-ISU-456-7416,M3270B GILMAN - Gilman Hall,Business Asset,0,Other,M3270B Gilman
L-ISU-456-7417,M3283A GILMAN - Gilman Hall,Business Asset,0,Other,M3283A Gilman
L-ISU-655-1273,M3299 AGRON - Agronomy Hall,Business Asset,0,Other,M3299 Agronomy
L-ISU-225-16789,M3300 STD HTH - Thielen Student Health Center,Business Asset,0,Other,M3300 Student Health
L-ISU-456-7418,M3300A GILMAN - Gilman Hall,Business Asset,0,Other,M3300A Gilman
L-ISU-456-7419,M3300B GILMAN - Gilman Hall,Business Asset,0,Other,M3300B Gilman
L-ISU-456-7420,M3300C GILMAN - Gilman Hall,Business Asset,0,Other,M3300C Gilman
L-ISU-456-7421,M3303A GILMAN - Gilman Hall,Business Asset,0,Other,M3303A Gilman
L-ISU-456-7422,M3320A GILMAN - Gilman Hall,Business Asset,0,Other,M3320A Gilman
L-ISU-456-7423,M3320B GILMAN - Gilman Hall,Business Asset,0,Other,M3320B Gilman
L-ISU-456-7424,M3330A GILMAN - Gilman Hall,Business Asset,0,Other,M3330A Gilman
L-ISU-456-7425,M3334A GILMAN - Gilman Hall,Business Asset,0,Other,M3334A Gilman
L-ISU-456-7426,M3354A GILMAN - Gilman Hall,Business Asset,0,Other,M3354A Gilman
L-ISU-445-6307,M3361 FOOD SC - Food Sciences Building,Business Asset,0,Other,M3361 Food Sciences
L-ISU-445-6308,M3365 FOOD SC - Food Sciences Building,Business Asset,0,Other,M3365 Food Sciences
L-ISU-445-6309,M3367A FOOD SC - Food Sciences Building,Business Asset,0,Other,M3367A Food Sciences
L-ISU-445-6310,M3367B FOOD SC - Food Sciences Building,Business Asset,0,Other,M3367B Food Sciences
L-ISU-445-6311,M3369 FOOD SC - Food Sciences Building,Business Asset,0,Other,M3369 Food Sciences
L-ISU-655-1274,M3399 AGRON - Agronomy Hall,Business Asset,0,Other,M3399 Agronomy
L-ISU-655-1275,M3399A AGRON - Agronomy Hall,Business Asset,0,Other,M3399A Agronomy
L-ISU-655-1276,M3499 AGRON - Agronomy Hall,Business Asset,0,Other,M3499 Agronomy
L-ISU-655-1277,M3499A AGRON - Agronomy Hall,Business Asset,0,Other,M3499A Agronomy
L-ISU-655-1278,M3499B AGRON - Agronomy Hall,Business Asset,0,Other,M3499B Agronomy
L-ISU-655-1279,M3505 AGRON - Agronomy Hall,Business Asset,0,Other,M3505 Agronomy
L-ISU-655-1280,M3598 AGRON - Agronomy Hall,Work Space; Business Asset,0,Other; Office Facilities,M3598 Agronomy
L-ISU-655-1281,M3598A AGRON - Agronomy Hall,Business Asset,0,Other,M3598A Agronomy
L-ISU-655-1282,M3598B AGRON - Agronomy Hall,Business Asset,0,Other,M3598B Agronomy
L-ISU-456-7427,M3600A GILMAN - Gilman Hall,Business Asset,0,Other,M3600A Gilman
L-ISU-456-7428,M3600B GILMAN - Gilman Hall,Business Asset,0,Other,M3600B Gilman
L-ISU-456-7429,M3600C GILMAN - Gilman Hall,Business Asset,0,Other,M3600C Gilman
L-ISU-456-7467,M3600D GILMAN - Gilman Hall,Business Asset,0,Other,M3600D Gilman
L-ISU-456-7505,M3600E GILMAN - Gilman Hall,Business Asset,0,Other,M3600E Gilman
L-ISU-456-7506,M3620A GILMAN - Gilman Hall,Business Asset,0,Other,M3620A Gilman
L-ISU-456-7507,M3620B GILMAN - Gilman Hall,Business Asset,0,Other,M3620B Gilman
L-ISU-456-7508,M3630A GILMAN - Gilman Hall,Business Asset,0,Other,M3630A Gilman
L-ISU-456-7509,M3630B GILMAN - Gilman Hall,Business Asset,0,Other,M3630B Gilman
L-ISU-456-7510,M3650A GILMAN - Gilman Hall,Business Asset,0,Other,M3650A Gilman
L-ISU-456-7511,M3650B GILMAN - Gilman Hall,Business Asset,0,Other,M3650B Gilman
L-ISU-456-7512,M3656A GILMAN - Gilman Hall,Business Asset,0,Other,M3656A Gilman
L-ISU-456-7513,M3670A GILMAN - Gilman Hall,Business Asset,0,Other,M3670A Gilman
L-ISU-456-7514,M3670B GILMAN - Gilman Hall,Business Asset,0,Other,M3670B Gilman
L-ISU-456-7515,M3670C GILMAN - Gilman Hall,Business Asset,0,Other,M3670C Gilman
L-ISU-456-7516,M3730A GILMAN - Gilman Hall,Business Asset,0,Other,M3730A Gilman
L-ISU-456-7517,M3750A GILMAN - Gilman Hall,Business Asset,0,Other,M3750A Gilman
L-ISU-456-7518,M3750B GILMAN - Gilman Hall,Business Asset,0,Other,M3750B Gilman
L-ISU-456-20715,M3818 GILMAN - Gilman Hall,Business Asset,0,Other,M3818 Gilman
L-ISU-456-7520,M3834 GILMAN - Gilman Hall,Business Asset,0,Other,M3834 Gilman
L-ISU-456-7521,M4000 GILMAN - Gilman Hall,Business Asset,0,Other,M4000 Gilman
L-ISU-229-22610,M4014 SWEENEY - Sweeney Hall,Business Asset,0,Other,M4014 Sweeney
L-ISU-229-17368,M4014A SWEENEY - Sweeney Hall,Business Asset,0,Other,M4014A Sweeney
L-ISU-395-12439,M4031 MOL-BIO - Molecular Biology,Business Asset,0,Other,M4031 Molecular Bio
L-ISU-456-7522,M4050 GILMAN - Gilman Hall,Business Asset,0,Other,M4050 Gilman
L-ISU-630-3562,M4052 BLACK - Black Engineering Bldg,Business Asset,0,Other,M4052 Black Engr
L-ISU-600-4468,M4101A COOVER - Coover Hall,Business Asset,0,Other,M4101A Coover
L-ISU-456-7523,M4231 GILMAN - Gilman Hall,Business Asset,0,Other,M4231 Gilman
L-ISU-456-7524,M4233 GILMAN - Gilman Hall,Business Asset,0,Other,M4233 Gilman
L-ISU-456-7525,M4238 GILMAN - Gilman Hall,Business Asset,0,Other,M4238 Gilman
L-ISU-456-7526,M4651 GILMAN - Gilman Hall,Business Asset,0,Other,M4651 Gilman
L-ISU-456-7527,M4652 GILMAN - Gilman Hall,Business Asset,0,Other,M4652 Gilman
L-ISU-456-7490,M4653 GILMAN - Gilman Hall,Business Asset,0,Other,M4653 Gilman
L-ISU-456-7453,M4660 GILMAN - Gilman Hall,Business Asset,0,Other,M4660 Gilman
L-ISU-456-7454,M4660A GILMAN - Gilman Hall,Business Asset,0,Other,M4660A Gilman
L-ISU-456-7455,M4660B GILMAN - Gilman Hall,Business Asset,0,Other,M4660B Gilman
L-ISU-456-7456,M4660BA GILMAN - Gilman Hall,Business Asset,0,Other,M4660BA Gilman
L-ISU-456-7457,M4660BB GILMAN - Gilman Hall,Business Asset,0,Other,M4660BB Gilman
L-ISU-456-7458,M4660C GILMAN - Gilman Hall,Business Asset,0,Other,M4660C Gilman
L-ISU-395-12440,M5100 MOL-BIO - Molecular Biology,Business Asset,0,Other,M5100 Molecular Bio
L-ISU-395-12441,M5200 MOL-BIO - Molecular Biology,Business Asset,0,Other,M5200 Molecular Bio
L-ISU-224-16608,M7032 STADIUM - Jack Trice Stadium,Business Asset,0,Other,M7032 Jack Trice Stdm
L-ISU-224-16609,M7038 STADIUM - Jack Trice Stadium,Business Asset,0,Other,M7038 Jack Trice Stdm
L-ISU-383,MACBRID - Macbride Lab,Business Asset; Business Site,0,Building,Macbrid
L-ISU-384,MACKAY - Mackay Hall,Business Asset; Business Site,0,Building,Mackay
L-ISU-808,MADISON - Madison Extension Office,Business Asset; Business Site,0,Building; Extension,Madison
L-ISU-385,MAHAN - Mahan Hall,Business Asset; Business Site,0,Building,Mahan
L-ISU-809,MAHASKA - Mahaska Extension Office,Business Asset; Business Site,0,Building; Extension,Mahaska
L-ISU-386,MAHLSTE - Reiman Gardens Mahlstede Center,Business Asset; Business Site,0,Building,Reim Mahlstede
L-ISU-387,MAIN CO - Main Cottage,Business Asset; Business Site,0,Building,Main Co
L-ISU-MalvernIA,"Malvern, IA",Job Posting,0,,61317 315th St
L-ISU-ManchesterIA,"Manchester, IA",Job Posting,0,,1417 N Franklin St
L-ISU-774,MAPLE - Maple Hall,Business Asset; Business Site,0,Building,Maple
L-ISU-MaquoketaIA,"Maquoketa, IA",Job Posting,0,,201 W Platt St
L-ISU-810,MARION - Marion Extension Office,Business Asset; Business Site,0,Building; Extension,Marion
L-ISU-811,MARSHAL - Marshall Extension Office,Business Asset; Business Site,0,Building; Extension,Marshal
L-ISU-MarshalltownIA,"Marshalltown, IA",Job Posting,0,,2608 S 2nd St
L-ISU-388,MARSTON - Marston Hall,Business Asset; Business Site,0,Building,Marston
L-ISU-898,MARTIN - Martin Hall,Business Asset; Business Site,0,Building,Martin
L-ISU-Mason CityIA,"Mason City, IA",Job Posting,0,,601 S Illinois Ave
L-ISU-1145-29221,MB210 GEOFROY - Gregory L Geoffroy Hall,Business Asset,0,,MB210 Geoffroy Hall
L-ISU-1363,MCKEETC - Bruce Mckee Indoor Tennis Complex,Business Asset; Business Site,0,Building,Mckee Tennis
L-ISU-389,MEATS L - Meats Laboratory (New),Business Asset; Business Site,0,Building,Meats Lab
L-ISU-390,MEM UN - Memorial Union,Business Asset; Business Site,0,Building,Memorial Union
L-ISU-391,MESS H - Mess Hall,Business Asset; Business Site,0,Building,Mess H
L-ISU-392,METALS - Metals Development,Business Asset; Business Site,0,Building,Metals Dev
L-ISU-393,MGR RES - Managers Residence,Business Asset; Business Site,0,Building,Mgr Res
L-ISU-812,MILLS - Mills Extension Office,Business Asset; Business Site,0,Building; Extension,Mills
LOCATION-3-24822,Minnesota,Job Posting,0,Other,75 REV Dr. Martin Luther King Jr. Boulevard
L-ISU-813,MITCHEL - Mitchell Extension Office,Business Asset; Business Site,0,Building; Extension,Mitchel
L-ISU-395,MOL-BIO - Molecular Biology,Business Asset; Business Site,0,Building,Molecular Bio
L-ISU-814,MONONA - Monona Extension Office,Business Asset; Business Site,0,Building; Extension,Monona
L-ISU-815,MONROE - Monroe Extension Office,Business Asset; Business Site,0,Building; Extension,Monroe
L-ISU-MontezumaIA,"Montezuma, IA",Job Posting,0,,114 S 3rd St
L-ISU-816,MONTGOM - Montgomery Extension Office,Business Asset; Business Site,0,Building; Extension,Montgom
L-ISU-MonticelloIA,"Monticello, IA",Job Posting,0,,"800 N Maple St, Ste 2"
L-ISU-396,MORRILL - Morrill Hall,Business Asset; Business Site,0,Building,Morrill
L-ISU-397,MOTEL - Motel,Business Asset; Business Site,0,Building,Motel
L-ISU-Mount AyrIA,"Mount Ayr, IA",Job Posting,0,,101 N Polk St
L-ISU-Mt PleasantIA,"Mt Pleasant, IA",Job Posting,0,,127 N Main St
L-ISU-964,MU_RAMP - Memorial Union Ramp,Business Asset; Business Site,0,Building,Mu_Ramp
L-ISU-817,MUSCATI - Muscatine Extension Office,Business Asset; Business Site,0,Building; Extension,Muscati
L-ISU-MuscatineIA,"Muscatine, IA",Job Posting,0,,1514 Isett Ave
L-ISU-776,MWL COM - Maple Willow Larch Commons,Business Asset; Business Site,0,Building,Mwl Commons
L-ISU-1362,MWL STR - Recreation Services Mwl Storage,Business Asset; Business Site,0,Building,Mwl Storage
L-ISU-400,N BATH - North Bath House,Business Asset; Business Site,0,Building,N Bath
L-ISU-885,N CHWP - North Chilled Water Plant,Business Asset; Business Site,0,Building,N Chilled Water
L-ISU-44-20286,N0001 A ME-19 - A Me-19 Nursery - Animal Science Teaching Farm,Business Asset,0,Special Use Facilities,N0001 A ME-19
L-ISU-44-20245,N0002 A ME-19 - A Me-19 Nursery - Animal Science Teaching Farm,Business Asset,0,Special Use Facilities,N0002 A ME-19
L-ISU-44-20206,N0003 A ME-19 - A Me-19 Nursery - Animal Science Teaching Farm,Business Asset,0,Special Use Facilities,N0003 A ME-19
L-ISU-44-20207,N0004 A ME-19 - A Me-19 Nursery - Animal Science Teaching Farm,Business Asset,0,Special Use Facilities,N0004 A ME-19
L-ISU-44-20208,N0007 A ME-19 - A Me-19 Nursery - Animal Science Teaching Farm,Business Asset,0,Special Use Facilities,N0007 A ME-19
L-ISU-NashuaIA,"Nashua, IA",Job Posting,0,,3321 290th St
L-ISU-NevadaIA,"Nevada, IA",Job Posting,0,,220 H Ave
L-ISU-New HamptonIA,"New Hampton, IA",Job Posting,0,,104 E Main St
L-ISU-NewtonIA,"Newton, IA",Job Posting,0,,550 N 2nd Ave W
L-ISU-291,NLAE - National Lab For Agric. & Envir.,Business Asset; Business Site,0,Building,Natl Lab Ag Env
L-ISU-NorthwoodIA,"Northwood, IA",Job Posting,0,,1206 3rd Ave N
L-ISU-402,NSRIC - National Swine Research and Information Center,Business Asset; Business Site,0,Building,Natl Swine
L-ISU-484,OAK-ELM - Oak-Elm Residence,Business Asset; Business Site,0,Building,Oak-Elm
L-ISU-OaklandIA,"Oakland, IA",Job Posting,0,,321 Oakland Ave
L-ISU-818,OBRIEN - Obrien Extension Office,Business Asset; Business Site,0,Building; Extension,Obrien
L-ISU-381,OFC LAB - Office and Laboratory Building,Business Asset; Business Site,0,Building,Office And Lab
L-ISU-404,OFF BLD - Office Building,Business Asset; Business Site,0,Building,Off Bld
L-ISU-369,OIL ST - Oil Storage Building,Business Asset; Business Site,0,Building,Oil Storage
L-ISU-312,OLSEN - Ralph A Olsen Building,Business Asset; Business Site,1,Building,Olsen
L-ISU-OnawaIA,"Onawa, IA",Job Posting,0,,119 Iowa Ave
L-ISU-Orange CityIA,"Orange City, IA",Job Posting,0,,400 Central Avenue NW
L-ISU-OsageIA,"Osage, IA",Job Posting,0,,315 Main St
L-ISU-819,OSCELOA - Osceloa Extension Office,Business Asset; Business Site,0,Building; Extension,Osceloa
L-ISU-OsceolaIA,"Osceola, IA",Job Posting,0,,154 W Jefferson St
L-ISU-1406,OSKALOO - Oskaloosa Communities - Extension,Business Asset; Business Site,1,Building; Extension,Oskaloo
L-ISU-OskaloosaIA,"Oskaloosa, IA",Job Posting,0,,212 N I St
L-ISU-OttumwaIA,"Ottumwa, IA",Job Posting,0,,13011 120th Avenue
L-ISU-820,PAGE - Page Extension Office,Business Asset; Business Site,0,Building; Extension,Page
L-ISU-334,PALMER - Palmer Human Development & Family Studies Building,Business Asset; Business Site,0,Building,Palmer
L-ISU-821,PALO AL - Palo Alto Extension Office,Business Asset; Business Site,0,Building; Extension,Palo Al
L-ISU-335,PAM LAB - Pammel Lab,Business Asset; Business Site,0,Building,Pam Lab
L-ISU-347,PEARSON - Pearson Hall,Business Asset; Business Site,0,Building,Pearson
L-ISU-1016,PEF - Vet Med Performance Eval Facility,Business Asset; Business Site,0,Building,Vet Med Pef
L-ISU-349,PHYSICS - Physics Hall,Business Asset; Business Site,0,Building,Physics
