Location,locationName,locationUsage,Inactive,Location_Type,Primary_Address
L-ISU-384-11323,0000 MACKAY - Mackay Hall,Business Asset,0,Other,0000 Mackay
L-ISU-752-20323,0001 AE-2 - Ae-2 Main Building - Agronomy/Agriculture Research,Business Asset,0,Special Use Facilities,0001 AE-2
L-ISU-610-1511,0001 ARMORY - Armory,Business Asset,0,Special Use Facilities,0001 Armory
L-ISU-625-2722,0001 BESSEY - Bessey Hall,Business Asset,0,Laboratory Facilities,0001 Bessey
L-ISU-579-3623,0001 CAMPANI - Campanile,Business Asset,0,Laboratory Facilities,0001 Campanile
L-ISU-580-3627,0001 CARVER - Carver Hall,Business Asset,0,Classroom Facilities,0001 Carver
L-ISU-593-21626,0001 CO-LAB - Roy J. Carver Co-Laboratory,Business Asset,0,Other,0001 Carver Co-Lab
L-ISU-594-4150,0001 COM BDG - Communications Building,Business Asset,0,Other,0001 Communications
L-ISU-600-23388,0001 COOVER - Coover Hall,Business Asset,0,Other,0001 Coover
L-ISU-534-4898,0001 DESIGN - College Of Design,Business Asset,0,Other,0001 Design
L-ISU-485-5702,0001 EXT I T - Extension Information Technology,Business Asset,1,,0001 Ext I T
L-ISU-491-5878,0001 FARM H - Farm House,Business Asset,0,Other,0001 Farm House
L-ISU-492-5911,0001 FC11 - Frederiksen Court 11,Business Asset,0,Other,0001 Fredrksn Ct 11
L-ISU-493-5912,0001 FC12 - Frederiksen Court 12,Business Asset,0,Other,0001 Fredrksn Ct 12
L-ISU-494-5913,0001 FC13 - Frederiksen Court 13,Business Asset,0,Other,0001 Fredrksn Ct 13
L-ISU-495-5914,0001 FC21 - Frederiksen Court 21,Business Asset,0,Other,0001 Fredrksn Ct 21
L-ISU-496-5915,0001 FC22 - Frederiksen Court 22,Business Asset,0,Other,0001 Fredrksn Ct 22
L-ISU-497-5916,0001 FC23 - Frederiksen Court 23,Business Asset,0,Other,0001 Fredrksn Ct 23
L-ISU-1088-27543,0001 FC24 - Frederiksen Court 24,Business Asset,0,Other,0001 Fredrksn Ct 24
L-ISU-498-5917,0001 FC31 - Frederiksen Court 31,Business Asset,0,Other,0001 Fredrksn Ct 31
L-ISU-499-5918,0001 FC32 - Frederiksen Court 32,Business Asset,0,Other,0001 Fredrksn Ct 32
L-ISU-500-5919,0001 FC33 - Frederiksen Court 33,Business Asset,0,Other,0001 Fredrksn Ct 33
L-ISU-501-5920,0001 FC34 - Frederiksen Court 34,Business Asset,0,Other,0001 Fredrksn Ct 34
L-ISU-1089-27544,0001 FC35 - Frederiksen Court 35,Business Asset,0,Other,0001 Fredrksn Ct 35
L-ISU-1090-27545,0001 FC36 - Frederiksen Court 35,Business Asset,0,Other,0001 Fredrksn Ct 36
L-ISU-502-5883,0001 FC41 - Frederiksen Court 41,Business Asset,0,Other,0001 Fredrksn Ct 41
L-ISU-503-5847,0001 FC42 - Frederiksen Court 42,Business Asset,0,Other,0001 Fredrksn Ct 42
L-ISU-504-5848,0001 FC43 - Frederiksen Court 43,Business Asset,0,Other,0001 Fredrksn Ct 43
L-ISU-505-5849,0001 FC51 - Frederiksen Court 51,Business Asset,0,Other,0001 Fredrksn Ct 51
L-ISU-506-5850,0001 FC52 - Frederiksen Court 52,Business Asset,0,Other,0001 Fredrksn Ct 52
L-ISU-507-5851,0001 FC53 - Frederiksen Court 53,Business Asset,0,Other,0001 Fredrksn Ct 53
L-ISU-508-5852,0001 FC61 - Frederiksen Court 61,Business Asset,0,Other,0001 Fredrksn Ct 61
L-ISU-509-5853,0001 FC62 - Frederiksen Court 62,Business Asset,0,Other,0001 Fredrksn Ct 62
L-ISU-510-5854,0001 FC63 - Frederiksen Court 63,Business Asset,0,Other,0001 Fredrksn Ct 63
L-ISU-511-5855,0001 FC71 - Frederiksen Court 71,Business Asset,0,Other,0001 Fredrksn Ct 71
L-ISU-512-5856,0001 FC72 - Frederiksen Court 72,Business Asset,0,Other,0001 Fredrksn Ct 72
L-ISU-513-5857,0001 FC73 - Frederiksen Court 73,Business Asset,0,Other,0001 Fredrksn Ct 73
L-ISU-514-5858,0001 FC74 - Frederiksen Court 74,Business Asset,0,Other,0001 Fredrksn Ct 74
L-ISU-1091-27546,0001 FC81 - Frederiksen Court 81,Business Asset,0,Other,0001 Fredrksn Ct 81
L-ISU-1092-27547,0001 FC82 - Frederiksen Court 82,Business Asset,0,Other,0001 Fredrksn Ct 82
L-ISU-1093-27548,0001 FC83 - Frederiksen Court 83,Business Asset,0,Other,0001 Fredrksn Ct 83
L-ISU-515-5859,0001 FCCC - Frederiksen Court Community Center,Business Asset,0,General Use Facilities,0001 Fredrksn Ct Cc
L-ISU-478-5946,0001 FIRE TR - Firemanship Training,Work Space; Business Asset,0,Office Facilities,0001 Firemnshp Trng
L-ISU-446-6344,0001 FOR GRN - Forestry Greenhouse,Business Asset,0,Special Use Facilities,0001 Forestry Gh
L-ISU-447-6376,0001 FORKER - Barbara E Forker Building,Business Asset,0,Other,0001 Forker
L-ISU-453-6717,0001 GEN STG - Genetics Storage Building,Business Asset,1,,0001 Genetics Stor
L-ISU-460-7600,0001 HAMILTN - Hamilton Hall,Business Asset,0,Laboratory Facilities,0001 Hamilton
L-ISU-463-7985,0001 HGR 1 - I.S.U. Airport Hangar 1,Business Asset,0,Supporting Facilities,0001 Hangar 1
L-ISU-471-8002,0001 HILTON - Hilton Coliseum,Business Asset,0,Supporting Facilities,0001 Hilton
L-ISU-897-23008,0001 HIXSON - Hixson-Lied Student Success Center,Business Asset,0,Other,0001 Hixson Lied
L-ISU-475-8317,0001 HORSE B - Horse Barn and Machine Shed,Business Asset,0,Supporting Facilities,0001 Horse Barn
L-ISU-476-8418,0001 HORT - Horticulture Hall & Greenhouse,Business Asset,0,Other,0001 Horticulture
L-ISU-459-7598,0001 HR WEST - Haber Road Substation West,Business Asset,0,Other,0001 Hr West
L-ISU-435-9287,0001 KILDEE - Kildee Hall,Business Asset,0,Study Facilities,0001 Kildee
L-ISU-436-9788,0001 KING - King Lab,Business Asset,0,Laboratory Facilities,0001 KING
L-ISU-439-9872,0001 L A - Landscape Architecture,Work Space; Business Asset,0,Office Facilities,0001 Landscape Arch
L-ISU-440-9905,0001 L MECH - Laboratory Of Mechanics,Business Asset,0,Other; Supporting Facilities,0001 Lab Mechanics
L-ISU-380-11178,0001 LINDEN - Linden Residence Hall,Business Asset,0,Supporting Facilities,0001 Linden
L-ISU-384-11324,0001 MACKAY - Mackay Hall,Business Asset,0,Laboratory Facilities,0001 Mackay
L-ISU-391-11946,0001 MESS H - Mess Hall,Business Asset,0,General Use Facilities,0001 MESS H
L-ISU-396-12481,0001 MORRILL - Morrill Hall,Business Asset,0,Other,0001 Morrill
L-ISU-291-26455,0001 NLAE - National Lab For Agric. & Envir.,Business Asset,0,Unclassified Facilities,0001 Natl Lab Ag Env
L-ISU-369-13057,0001 OIL ST - Oil Storage Building,Business Asset,0,Supporting Facilities,0001 Oil Storage
L-ISU-349-13672,0001 PHYSICS - Physics Hall,Work Space; Business Asset,0,Office Facilities; Laboratory Facilities,0001 Physics
L-ISU-366-13912,0001 POWER - Power Plant,Business Asset,0,Other,0001 Power Plant
L-ISU-269-14974,0001 SCI 2 - Science Hall Addition No. 2,Work Space; Business Asset,0,Office Facilities,0001 Science 2
L-ISU-270-15456,0001 SCIENCE - Science Hall,Business Asset,0,Laboratory Facilities,0001 Science
L-ISU-276-15859,0001 SLOSS H - Sloss House,Business Asset,0,Supporting Facilities,0001 Sloss House
L-ISU-227-16899,0001 STEPHEN - Stephens Auditorium,Business Asset,0,Other,0001 Stephens
L-ISU-234-25555,0001 TEL-UV - Telecommunications Building - University Village,Business Asset,0,Supporting Facilities,0001 Tel-Uv
L-ISU-247-17723,0001 USDA GH - Usda Greenhouse,Business Asset,0,Special Use Facilities,0001 Usda Greenhouse
L-ISU-185-18935,0001 VMRI 01 - Vet Research Main Laboratory#1,Work Space; Business Asset,0,Office Facilities,0001 Vmri 01
L-ISU-207-19139,0001 VMRI 29 - Vet Res Isolation Laboratory29,Work Space; Business Asset,0,Office Facilities,0001 Vmri 29
L-ISU-209-19289,0001 VMRI 36 - Vet Res Cattle Shelter #36,Business Asset,0,Special Use Facilities,0001 Vmri 36
L-ISU-210-19290,0001 VMRI 37 - Vet Res Equipment Storage 37,Business Asset,0,Special Use Facilities,0001 Vmri 37
L-ISU-214-19271,0001 VMRI 41 - Vmri Cattle Research Bldg #41,Business Asset,0,Special Use Facilities,0001 Vmri 41
L-ISU-182-19272,0001 WAITT - Waitt Laboratory,Business Asset,0,Supporting Facilities,0001 WAITT
L-ISU-177-19385,0001 WASTE - Waste Chemical Handling Bldg,Business Asset,0,Other,0001 Waste Chem
L-ISU-610-1512,0001A ARMORY - Armory,Business Asset,0,Special Use Facilities,0001A Armory
L-ISU-625-2723,0001A BESSEY - Bessey Hall,Business Asset,1,,0001A Bessey
L-ISU-579-3624,0001A CAMPANI - Campanile,Business Asset,0,Laboratory Facilities,0001A Campanile
L-ISU-600-26333,0001A COOVER - Coover Hall,Business Asset,0,Other,0001A Coover
L-ISU-534-4899,0001A DESIGN - College Of Design,Business Asset,0,Other,0001A Design
L-ISU-485-5703,0001A EXT I T - Extension Information Technology,Business Asset,1,,0001A Ext I T
L-ISU-460-7601,0001A HAMILTN - Hamilton Hall,Business Asset,0,Study Facilities,0001A Hamilton
L-ISU-440-9906,0001A L MECH - Laboratory Of Mechanics,Business Asset,0,Supporting Facilities,0001A Lab Mechanics
L-ISU-384-11325,0001A MACKAY - Mackay Hall,Work Space; Business Asset,0,Office Facilities,0001A Mackay
L-ISU-349-13673,0001A PHYSICS - Physics Hall,Work Space; Business Asset,0,Supporting Facilities; Office Facilities,0001A Physics
L-ISU-366-13913,0001A POWER - Power Plant,Business Asset,0,Other,0001A Power Plant
L-ISU-534-4900,0001AA DESIGN - College Of Design,Business Asset,0,Classroom Facilities,0001AA Design
L-ISU-460-7602,0001AA HAMILTN - Hamilton Hall,Work Space; Business Asset,0,Office Facilities,0001AA Hamilton
L-ISU-534-22299,0001AB DESIGN - College Of Design,Business Asset,0,Other,0001AB Design
L-ISU-610-1513,0001B ARMORY - Armory,Business Asset,0,Special Use Facilities,0001B Armory
L-ISU-625-2724,0001B BESSEY - Bessey Hall,Business Asset,1,,0001B Bessey
L-ISU-440-27143,0001B L MECH - Laboratory Of Mechanics,Business Asset,0,Supporting Facilities,0001B Lab Mechanics
L-ISU-384-11326,0001B MACKAY - Mackay Hall,Work Space; Business Asset,0,Office Facilities,0001B Mackay
L-ISU-366-13914,0001B POWER - Power Plant,Business Asset,0,Supporting Facilities,0001B Power Plant
L-ISU-610-1514,0001C ARMORY - Armory,Business Asset,0,Special Use Facilities,0001C Armory
L-ISU-625-2725,0001C BESSEY - Bessey Hall,Business Asset,1,,0001C Bessey
L-ISU-460-7604,0001C HAMILTN - Hamilton Hall,Business Asset,0,Laboratory Facilities,0001C Hamilton
L-ISU-366-13915,0001C POWER - Power Plant,Business Asset,0,Supporting Facilities,0001C Power Plant
L-ISU-610-1515,0001D ARMORY - Armory,Business Asset,0,Special Use Facilities,0001D Armory
L-ISU-625-2726,0001D BESSEY - Bessey Hall,Business Asset,1,,0001D Bessey
L-ISU-460-7567,0001D HAMILTN - Hamilton Hall,Business Asset,0,Laboratory Facilities,0001D Hamilton
L-ISU-625-2728,0001E BESSEY - Bessey Hall,Business Asset,1,,0001E Bessey
L-ISU-625-2729,0001F BESSEY - Bessey Hall,Business Asset,1,,0001F Bessey
L-ISU-625-2691,0001G BESSEY - Bessey Hall,Business Asset,1,,0001G Bessey
L-ISU-376-10545,0001T LIBRARY - Parks Library,Business Asset,0,Study Facilities,0001T Parks Library
L-ISU-376-10546,0001TA LIBRARY - Parks Library,Work Space; Business Asset,0,Office Facilities,0001TA Parks Library
L-ISU-752-20324,0002 AE-2 - Ae-2 Main Building - Agronomy/Agriculture Research,Business Asset,0,Special Use Facilities,0002 AE-2
L-ISU-610-1516,0002 ARMORY - Armory,Business Asset,0,Special Use Facilities,0002 Armory
L-ISU-625-2657,0002 BESSEY - Bessey Hall,Business Asset,0,Laboratory Facilities,0002 Bessey
L-ISU-580-3628,0002 CARVER - Carver Hall,Business Asset,0,Classroom Facilities,0002 Carver
L-ISU-593-21627,0002 CO-LAB - Roy J. Carver Co-Laboratory,Business Asset,0,Other,0002 Carver Co-Lab
L-ISU-483-22724,0002 E HALL - East Hall,Business Asset,0,Other,0002 East Hall
L-ISU-398-12657,0002 ESTES - Simon Estes Music Hall,Business Asset,0,Laboratory Facilities,0002 Music
L-ISU-485-5704,0002 EXT I T - Extension Information Technology,Business Asset,1,,0002 Ext I T
L-ISU-491-5879,0002 FARM H - Farm House,Business Asset,0,Other,0002 Farm House
L-ISU-478-5947,0002 FIRE TR - Firemanship Training,Work Space; Business Asset,0,Office Facilities,0002 Firemnshp Trng
L-ISU-446-6345,0002 FOR GRN - Forestry Greenhouse,Business Asset,0,Special Use Facilities,0002 Forestry Gh
L-ISU-447-6377,0002 FORKER - Barbara E Forker Building,Business Asset,0,Other,0002 Forker
L-ISU-460-7529,0002 HAMILTN - Hamilton Hall,Business Asset,0,Special Use Facilities,0002 Hamilton
L-ISU-463-7986,0002 HGR 1 - I.S.U. Airport Hangar 1,Business Asset,0,Supporting Facilities,0002 Hangar 1
L-ISU-471-8003,0002 HILTON - Hilton Coliseum,Business Asset,0,Supporting Facilities,0002 Hilton
L-ISU-475-8318,0002 HORSE B - Horse Barn and Machine Shed,Business Asset,0,Supporting Facilities,0002 Horse Barn
L-ISU-435-9323,0002 KILDEE - Kildee Hall,Work Space; Business Asset,0,Office Facilities,0002 Kildee
L-ISU-436-9789,0002 KING - King Lab,Business Asset,0,Laboratory Facilities,0002 KING
L-ISU-439-9873,0002 L A - Landscape Architecture,Business Asset,0,Classroom Facilities,0002 Landscape Arch
L-ISU-440-9907,0002 L MECH - Laboratory Of Mechanics,Business Asset,0,Supporting Facilities,0002 Lab Mechanics
L-ISU-376-10547,0002 LIBRARY - Parks Library,Work Space; Business Asset,0,Office Facilities; Study Facilities,0002 Parks Library
L-ISU-384-11288,0002 MACKAY - Mackay Hall,Business Asset,0,,0002 Mackay
L-ISU-391-11947,0002 MESS H - Mess Hall,Business Asset,0,Other,0002 MESS H
L-ISU-291-26456,0002 NLAE - National Lab For Agric. & Envir.,Business Asset,0,Unclassified Facilities,0002 Natl Lab Ag Env
L-ISU-366-13916,0002 POWER - Power Plant,Business Asset,0,Other,0002 Power Plant
L-ISU-269-14975,0002 SCI 2 - Science Hall Addition No. 2,Business Asset,0,Laboratory Facilities,0002 Science 2
L-ISU-270-15457,0002 SCIENCE - Science Hall,Business Asset,0,Laboratory Facilities,0002 Science
L-ISU-276-15860,0002 SLOSS H - Sloss House,Business Asset,0,Supporting Facilities,0002 Sloss House
L-ISU-217-21000,0002 SPED H - Spedding Hall,Business Asset,0,Other,0002 Spedding
L-ISU-247-17724,0002 USDA GH - Usda Greenhouse,Business Asset,0,Special Use Facilities,0002 Usda Greenhouse
L-ISU-185-18936,0002 VMRI 01 - Vet Research Main Laboratory#1,Work Space; Business Asset,0,Office Facilities,0002 Vmri 01
L-ISU-207-19177,0002 VMRI 29 - Vet Res Isolation Laboratory29,Business Asset,0,Special Use Facilities,0002 Vmri 29
L-ISU-177-19386,0002 WASTE - Waste Chemical Handling Bldg,Business Asset,0,Supporting Facilities,0002 Waste Chem
L-ISU-625-2658,0002A BESSEY - Bessey Hall,Business Asset,0,Laboratory Facilities,0002A Bessey
L-ISU-485-21886,0002A EXT I T - Extension Information Technology,Business Asset,1,,0002A Ext I T
L-ISU-447-6340,0002A FORKER - Barbara E Forker Building,Business Asset,0,Other,0002A Forker
L-ISU-460-7530,0002A HAMILTN - Hamilton Hall,Business Asset,0,Special Use Facilities,0002A Hamilton
L-ISU-435-9324,0002A KILDEE - Kildee Hall,Work Space; Business Asset,0,Office Facilities,0002A Kildee
L-ISU-440-9908,0002A L MECH - Laboratory Of Mechanics,Business Asset,0,Other,0002A Lab Mechanics
L-ISU-376-10549,0002A LIBRARY - Parks Library,Business Asset,0,Study Facilities,0002A Parks Library
L-ISU-270-15458,0002A SCIENCE - Science Hall,Business Asset,0,Laboratory Facilities,0002A Science
L-ISU-276-15861,0002A SLOSS H - Sloss House,Business Asset,0,Other,0002A Sloss House
L-ISU-207-19178,0002A VMRI 29 - Vet Res Isolation Laboratory29,Business Asset,0,Special Use Facilities,0002A Vmri 29
L-ISU-460-7531,0002AA HAMILTN - Hamilton Hall,Business Asset,0,Special Use Facilities,0002AA Hamilton
L-ISU-625-2659,0002B BESSEY - Bessey Hall,Business Asset,0,Laboratory Facilities,0002B Bessey
L-ISU-376-10585,0002B LIBRARY - Parks Library,Business Asset,0,Study Facilities,0002B Parks Library
L-ISU-625-2694,0002C BESSEY - Bessey Hall,Business Asset,0,Laboratory Facilities,0002C Bessey
L-ISU-376-10624,0002C LIBRARY - Parks Library,Business Asset,0,Study Facilities,0002C Parks Library
L-ISU-625-2794,0002D BESSEY - Bessey Hall,Business Asset,0,Laboratory Facilities,0002D Bessey
L-ISU-376-10625,0002T LIBRARY - Parks Library,Business Asset,0,Study Facilities,0002T Parks Library
L-ISU-752-20325,0003 AE-2 - Ae-2 Main Building - Agronomy/Agriculture Research,Business Asset,0,Special Use Facilities,0003 AE-2
L-ISU-610-1517,0003 ARMORY - Armory,Work Space; Business Asset,0,Office Facilities,0003 Armory
L-ISU-625-2795,0003 BESSEY - Bessey Hall,Business Asset,0,Laboratory Facilities,0003 Bessey
L-ISU-580-3629,0003 CARVER - Carver Hall,Business Asset,0,Classroom Facilities,0003 Carver
L-ISU-593-21754,0003 CO-LAB - Roy J. Carver Co-Laboratory,Business Asset,0,Other,0003 Carver Co-Lab
L-ISU-534-4901,0003 DESIGN - College Of Design,Business Asset,0,Laboratory Facilities,0003 Design
L-ISU-398-12658,0003 ESTES - Simon Estes Music Hall,Work Space; Business Asset,0,Office Facilities,0003 Music
L-ISU-485-5705,0003 EXT I T - Extension Information Technology,Business Asset,1,,0003 Ext I T
L-ISU-491-5880,0003 FARM H - Farm House,Business Asset,0,Other,0003 Farm House
L-ISU-478-5948,0003 FIRE TR - Firemanship Training,Work Space; Business Asset,0,Office Facilities,0003 Firemnshp Trng
L-ISU-443-5979,0003 FISHER - Fisher Theatre,Business Asset,0,Other,0003 Fisher Theatre
L-ISU-446-6346,0003 FOR GRN - Forestry Greenhouse,Business Asset,0,Laboratory Facilities,0003 Forestry Gh
L-ISU-451-6655,0003 GEN LAB - Genetics Laboratory,Business Asset,1,,0003 Genetics Lab
L-ISU-454-6718,0003 GEN SVC - General Services Building,Business Asset,0,Other,0003 General Svcs
L-ISU-460-7532,0003 HAMILTN - Hamilton Hall,Business Asset,0,Laboratory Facilities,0003 Hamilton
L-ISU-463-7987,0003 HGR 1 - I.S.U. Airport Hangar 1,Work Space; Business Asset,0,Office Facilities,0003 Hangar 1
L-ISU-475-8319,0003 HORSE B - Horse Barn and Machine Shed,Business Asset,0,Other,0003 Horse Barn
L-ISU-476-8419,0003 HORT - Horticulture Hall & Greenhouse,Business Asset,0,Laboratory Facilities,0003 Horticulture
L-ISU-430-9085,0003 INSECT - Insectary and Greenhouse,Business Asset,1,,0003 Insectary
L-ISU-435-9325,0003 KILDEE - Kildee Hall,Work Space; Business Asset,0,Office Facilities,0003 Kildee
L-ISU-436-9790,0003 KING - King Lab,Business Asset,0,Laboratory Facilities,0003 KING
L-ISU-439-9874,0003 L A - Landscape Architecture,Business Asset,0,Supporting Facilities,0003 Landscape Arch
L-ISU-376-10626,0003 LIBRARY - Parks Library,Business Asset,0,Study Facilities,0003 Parks Library
L-ISU-384-20835,0003 MACKAY - Mackay Hall,Business Asset,0,Other,0003 Mackay
L-ISU-396-12483,0003 MORRILL - Morrill Hall,Business Asset,0,General Use Facilities,0003 Morrill
L-ISU-349-13676,0003 PHYSICS - Physics Hall,Business Asset,0,Classroom Facilities,0003 Physics
L-ISU-366-13917,0003 POWER - Power Plant,Business Asset,0,Other,0003 Power Plant
L-ISU-269-14938,0003 SCI 2 - Science Hall Addition No. 2,Work Space; Business Asset,0,General Use Facilities; Office Facilities,0003 Science 2
L-ISU-270-15459,0003 SCIENCE - Science Hall,Business Asset,0,Laboratory Facilities,0003 Science
L-ISU-227-16939,0003 STEPHEN - Stephens Auditorium,Work Space; Business Asset,0,Office Facilities,0003 Stephens
L-ISU-247-17725,0003 USDA GH - Usda Greenhouse,Business Asset,0,Special Use Facilities,0003 Usda Greenhouse
L-ISU-185-18937,0003 VMRI 01 - Vet Research Main Laboratory#1,Work Space; Business Asset,0,Office Facilities,0003 Vmri 01
L-ISU-207-19179,0003 VMRI 29 - Vet Res Isolation Laboratory29,Business Asset,0,Special Use Facilities,0003 Vmri 29
L-ISU-177-19387,0003 WASTE - Waste Chemical Handling Bldg,Business Asset,0,Supporting Facilities,0003 Waste Chem
L-ISU-610-1518,0003A ARMORY - Armory,Work Space; Business Asset,0,Office Facilities,0003A Armory
L-ISU-625-2763,0003A BESSEY - Bessey Hall,Business Asset,1,,0003A Bessey
L-ISU-534-4902,0003A DESIGN - College Of Design,Business Asset,0,Laboratory Facilities,0003A Design
L-ISU-485-20784,0003A EXT I T - Extension Information Technology,Business Asset,1,,0003A Ext I T
L-ISU-454-6719,0003A GEN SVC - General Services Building,Business Asset,0,Supporting Facilities,0003A General Svcs
L-ISU-435-9326,0003A KILDEE - Kildee Hall,Work Space; Business Asset,0,Office Facilities,0003A Kildee
L-ISU-396-22882,0003A MORRILL - Morrill Hall,Business Asset,0,General Use Facilities,0003A Morrill
L-ISU-207-19180,0003A VMRI 29 - Vet Res Isolation Laboratory29,Business Asset,0,Special Use Facilities,0003A Vmri 29
L-ISU-610-1519,0003B ARMORY - Armory,Work Space; Business Asset,0,Office Facilities,0003B Armory
L-ISU-625-2730,0003B BESSEY - Bessey Hall,Business Asset,1,,0003B Bessey
L-ISU-534-4903,0003B DESIGN - College Of Design,Business Asset,0,Laboratory Facilities,0003B Design
L-ISU-435-9327,0003B KILDEE - Kildee Hall,Work Space; Business Asset,0,Office Facilities,0003B Kildee
L-ISU-610-1520,0003C ARMORY - Armory,Work Space; Business Asset,0,Office Facilities,0003C Armory
L-ISU-376-10627,0003T LIBRARY - Parks Library,Business Asset,0,Study Facilities,0003T Parks Library
L-ISU-752-20284,0004 AE-2 - Ae-2 Main Building - Agronomy/Agriculture Research,Business Asset,0,Special Use Facilities,0004 AE-2
L-ISU-610-1521,0004 ARMORY - Armory,Business Asset,0,Special Use Facilities,0004 Armory
L-ISU-625-2731,0004 BESSEY - Bessey Hall,Business Asset,0,Laboratory Facilities,0004 Bessey
L-ISU-630-3263,0004 BLACK - Black Engineering Bldg,Business Asset,0,Other,0004 Black Engr
L-ISU-580-3630,0004 CARVER - Carver Hall,Business Asset,0,Classroom Facilities,0004 Carver
L-ISU-593-21628,0004 CO-LAB - Roy J. Carver Co-Laboratory,Business Asset,0,,0004 Carver Co-Lab
L-ISU-532-4504,0004 CURTISS - Curtiss Hall,Work Space; Business Asset,0,Office Facilities,0004 Curtiss
L-ISU-483-5559,0004 E HALL - East Hall,Work Space; Business Asset,0,Office Facilities,0004 East Hall
L-ISU-485-5706,0004 EXT I T - Extension Information Technology,Business Asset,1,,0004 Ext I T
L-ISU-491-5881,0004 FARM H - Farm House,Business Asset,0,Other,0004 Farm House
L-ISU-478-5949,0004 FIRE TR - Firemanship Training,Work Space; Business Asset,0,Office Facilities,0004 Firemnshp Trng
L-ISU-443-5980,0004 FISHER - Fisher Theatre,Business Asset,0,Other,0004 Fisher Theatre
L-ISU-446-6347,0004 FOR GRN - Forestry Greenhouse,Business Asset,0,Special Use Facilities,0004 Forestry Gh
L-ISU-451-6656,0004 GEN LAB - Genetics Laboratory,Business Asset,1,,0004 Genetics Lab
L-ISU-460-7533,0004 HAMILTN - Hamilton Hall,Business Asset,0,Laboratory Facilities,0004 Hamilton
L-ISU-463-7988,0004 HGR 1 - I.S.U. Airport Hangar 1,Work Space; Business Asset,0,Office Facilities,0004 Hangar 1
L-ISU-475-8320,0004 HORSE B - Horse Barn and Machine Shed,Business Asset,0,Special Use Facilities,0004 Horse Barn
L-ISU-476-8381,0004 HORT - Horticulture Hall & Greenhouse,Business Asset,0,Laboratory Facilities,0004 Horticulture
L-ISU-430-9048,0004 INSECT - Insectary and Greenhouse,Business Asset,1,,0004 Insectary
L-ISU-435-9328,0004 KILDEE - Kildee Hall,Work Space; Business Asset,0,Office Facilities,0004 Kildee
L-ISU-436-9791,0004 KING - King Lab,Business Asset,0,Laboratory Facilities,0004 KING
L-ISU-439-9875,0004 L A - Landscape Architecture,Business Asset,0,Other,0004 Landscape Arch
L-ISU-376-10628,0004 LIBRARY - Parks Library,Business Asset,0,Study Facilities,0004 Parks Library
L-ISU-380-11217,0004 LINDEN - Linden Residence Hall,Work Space; Business Asset,0,Office Facilities,0004 Linden
L-ISU-384-11250,0004 MACKAY - Mackay Hall,Work Space; Business Asset,0,Office Facilities,0004 Mackay
L-ISU-291-26457,0004 NLAE - National Lab For Agric. & Envir.,Business Asset,0,Unclassified Facilities,0004 Natl Lab Ag Env
L-ISU-484-5752,0004 OAK-ELM - Oak-Elm Residence,Work Space; Business Asset,0,Office Facilities,0004 Oak-Elm
L-ISU-366-13918,0004 POWER - Power Plant,Business Asset,0,Other,0004 Power Plant
L-ISU-267-22622,0004 SCHEMAN - Scheman Building,Business Asset,0,General Use Facilities,0004 Scheman
L-ISU-270-15460,0004 SCIENCE - Science Hall,Business Asset,0,Laboratory Facilities,0004 Science
L-ISU-217-21001,0004 SPED H - Spedding Hall,Business Asset,0,Laboratory Facilities,0004 Spedding
L-ISU-227-16977,0004 STEPHEN - Stephens Auditorium,Business Asset,0,Other,0004 Stephens
L-ISU-247-17726,0004 USDA GH - Usda Greenhouse,Business Asset,0,Special Use Facilities,0004 Usda Greenhouse
L-ISU-185-18938,0004 VMRI 01 - Vet Research Main Laboratory#1,Work Space; Business Asset,0,Office Facilities,0004 Vmri 01
L-ISU-207-19181,0004 VMRI 29 - Vet Res Isolation Laboratory29,Business Asset,0,Special Use Facilities,0004 Vmri 29
L-ISU-177-19388,0004 WASTE - Waste Chemical Handling Bldg,Business Asset,0,Supporting Facilities,0004 Waste Chem
L-ISU-532-4505,0004A CURTISS - Curtiss Hall,Work Space; Business Asset,0,Office Facilities,0004A Curtiss
L-ISU-451-6657,0004A GEN LAB - Genetics Laboratory,Business Asset,1,,0004A Genetics Lab
L-ISU-460-7534,0004A HAMILTN - Hamilton Hall,Work Space; Business Asset,0,Office Facilities,0004A Hamilton
L-ISU-476-8343,0004A HORT - Horticulture Hall & Greenhouse,Business Asset,0,Laboratory Facilities,0004A Horticulture
L-ISU-435-9329,0004A KILDEE - Kildee Hall,Work Space; Business Asset,0,Office Facilities,0004A Kildee
L-ISU-267-14778,0004A SCHEMAN - Scheman Building,Business Asset,0,General Use Facilities,0004A Scheman
L-ISU-207-19182,0004A VMRI 29 - Vet Res Isolation Laboratory29,Business Asset,0,Special Use Facilities,0004A Vmri 29
L-ISU-451-6658,0004B GEN LAB - Genetics Laboratory,Business Asset,1,,0004B Genetics Lab
L-ISU-460-7535,0004B HAMILTN - Hamilton Hall,Work Space; Business Asset,0,Office Facilities,0004B Hamilton
L-ISU-435-9330,0004B KILDEE - Kildee Hall,Work Space; Business Asset,0,Office Facilities,0004B Kildee
L-ISU-532-4507,0004C CURTISS - Curtiss Hall,Work Space; Business Asset,0,Office Facilities,0004C Curtiss
L-ISU-460-7536,0004C HAMILTN - Hamilton Hall,Business Asset,0,General Use Facilities,0004C Hamilton
